participant_id,n_kids,n_algokids,p_trans,n_nece_compare,s_demo,network_id,replication,generation,condition,cloned,mean_trial_score,algorithm,algorithm_description,exclusion_flag
2741,4,4,0.803921568627451,12,1.0,7,7,4,SSL,False,0.8779166666666667,1.0,"Click on the second picture from the left, and compare it with the one all the way to the left, and they'll switch if they're out of order.  Then click on the third picture and compare it with the second.  If they switch, then compare the one that moved from position 3 to 2 to the one in position 1.  Then click on the fourth, and compare it to the third.  If they move then compare the new number 3 to 2, etc.  Repeat the process again with number 5, then number 6, until none move.",False
2896,4,4,0.803921568627451,9,1.0,9,9,3,SSL,False,0.7801196472525145,1.0,"Start with the 2nd one from the left and click left.  Then move to the 3rd from the left and click left, keep doing that until you reach the end.  Next 4th and repeat.  Stop when it doesn't switch.  ",False
2953,4,4,0.803921568627451,12,1.0,9,9,6,SSL,False,0.8531229454306377,1.0,"Going left to right: Click the second image, then the first image. Whatever happens, then click the third image and then the second image. Now, and from this point on, if images switch, then , of the pair that switched, click the right one and then click each image that is to the left of it. When no images switch, continue with the next image you have not clicked before:to the right, then to the left. When images do switch, make note of the image so it is later easier to remember which images you have NOT clicked. ",False
1283,4,4,0.803921568627451,8,0.36787944117144233,20,10,8,RM,False,0.8653804182275711,1.0,I picked the second image from the left and swapped with the picture to its left. I kept swapping towards the left until the picture was in the correct spot. I did this with every picture going down the line until the images stopped swapping.,False
1828,9,8,0.801980198019802,9,1.0,9,9,0,A,True,0.8988980716253444,1.0,"Start from the second picture from the left and move it left if possible. Then go to the third picture from the left and move it left if possible. If it moves left, then move it more to the left if possible. Then continue using this strategy for the fourth picture onward, moving each picture to the left as much as possible.",False
2920,8,7,0.7802197802197802,12,1.0,9,9,4,SSL,False,0.9037091601926768,1.0,"Step 1: Select the box from the second from the left. Then, select the box to the left (i.e., the first box). This is your first pair. 
Step 2: Then, select the box that is third from the left. Next, select the box that is second from the left. This is your second pair. If the pair switches, you repeat the first step. If the pair does not switch, go onto step three.
Step 3: Select the box that fourth from the left and the box that this third from the left. If these switch, continue to repeat this process until they do not switch again. If they do not switch, go to Step 4.
Step 4: Repeat the above mentioned process for the box that is fifth from the right and sixth from the right.",False
2907,3,3,0.7560975609756099,11,1.0,9,9,3,SSL,False,0.7546929216859286,1.0,"I began with the second tile on the left and compared it to the tile directly to the left of it.  Once it could no longer go further, I went to the next tile to the right and continued the same process.",False
2254,3,3,0.7560975609756099,7,1.0,2,2,3,SSL,False,0.8092545351473923,1.0,"I started with the left-most picture and tried to move it to the right.  If that worked, I moved the new picture to the left.  If it didn't work, I went one to the right and tried that one.  Start from the left and work your way right.",False
2999,3,3,0.7560975609756099,8,0.36787944117144233,9,9,9,SSL,False,0.8040941697884755,1.0,"image 2 and image 1
image 3 and image 2- if they switch, do step 1 again
4-3, 5-4, 6-5. Each time one switches, keep going down to #1 (6-5, 5-4, 4-3, etc) until they stop switching",False
2590,3,3,0.7560975609756099,11,0.36787944117144233,5,5,5,SSL,False,0.7931399456287422,1.0,"I started with the second picture, then clicked the picture immediately to the left. After that, I continued down the line to the right, continuing to match pictures, and going back to the left to move them down if needed.",False
3165,3,3,0.7560975609756099,13,1.0,5,5,9,SSL,False,0.8270516762624656,1.0,"Click picture 1 and 2
click 3 and 4
if they switch click 3 and 2
if they switch click 2 and 1
keep doing that all the way until you get to the last picture",False
2772,3,3,0.7560975609756099,13,1.0,7,7,6,SSL,False,0.7662353497318533,1.0,"Start with 2 and switch it with 1. If does not switch, then move to 3 and 2. If it does switch, also move on to 3 and 2, but if 3 and 2 then switch, try again with 2 and 1 to see if they switch. Then move to 4 and 3. If they switch, repeat the cycle back up to 2 and 1.",False
2751,3,3,0.7560975609756099,8,1.0,7,7,5,SSL,False,0.8091281833939178,1.0,The strategy I used was to compare each individual pair of images starting from the left. The goal is that if a given image is switched then we sort of continue checking the switched image to the image to the left of it until there's no more changes. ,False
2976,3,3,0.7560975609756099,9,0.36787944117144233,9,9,8,SSL,False,0.8441327747621454,1.0,"Clicking on the 2nd picture to the left and swapping it with the 1st
clicking on the 3rd and swapping it with the 2nd
(If they swap do the same with the new 2nd and 1st)
Click on the 4th and the 3rd
(If they swap continue on to the 3rd and 2nd until it stops)

If it doesn't switch you move on to the next picture to the right.",False
720,3,3,0.7560975609756099,10,1.0,12,2,8,RM,False,0.8352699537115121,1.0,"Choose the first two. Then try to switch 2 and 3. If they switch, try to switch 1 and 2. If 2 and 3 didn't switch, try 3 and 4. If 3 and 4 switch, try 2 and 3. Continue this pattern up to  the last two. If the last two do not switch you are finished. If not, keep going backwards until the two do not switch.",False
860,3,3,0.7560975609756099,8,0.36787944117144233,16,6,6,RM,False,0.8540039447731755,1.0,"Start comparing 1-2 so you now the order between both. Then check 2-3 if they switch check 1-2 if not do nothing. Now you have 1-3 in order between them. Check 4 with 3 and keep going checking this card until it does not switch. So, worst case scenario you check 4 with 3, 3 with 2 and 2 with 1. Do similarly with 5 and 6 stopping also when no switch occurs. You are done and should get between 8 and 15 attempts.",False
3091,3,3,0.7560975609756099,10,0.36787944117144233,10,10,9,SSL,False,0.7017126263344879,1.0,"Starting from the right, I selected the next image. If the images swapped I selected the second image and compared to the right.",False
2050,3,3,0.7560975609756099,15,1.0,9,9,2,SSL,False,0.7838548752834467,1.0,"Start with the second from the left, swap with the left more tile. Then move on to the 3rd left try to swap with the tile to the left of it, if it swaps, try move it over again to the left. Keep doing until you have moved your way to the tile on the right.",False
3077,3,3,0.7560975609756099,11,0.01831563888873418,10,10,8,SSL,False,0.5042035065329584,1.0,"Start with the second from the left side, and compare it to the image on its left. If it does not swap, move on to the third image and check it with the image to its left. If it swaps, check with its new left image option. Stop when it does not swap. After you are finished with the third image, go on to the fourth image and repeat the steps to swap it, and only move on to the next image in the row when the image that was in the fourth spot originally stops swapping.",False
3101,3,3,0.7560975609756099,11,0.36787944117144233,10,10,9,SSL,False,0.6136130433145529,1.0,"My strategy started from the left, then click the picture in front of it. if the picture swapped. The picture that swapped picked the image behind it, if that image swapped clicked the image behind it until it no longer swapped. continue that process  until you reached the end",False
3249,3,3,0.7560975609756099,12,0.0,4,4,8,SSL,False,0.6494196135754576,1.0,I picked the second picture and the clicked on the picture to the left.  then I went to the third picture and tried to swap it with the one on it's left.  If they did not swap then I moved to the fourth picture and tried to swap it with the picture on it's left.  If they do swap then you continue to move left until they stop swapping.  Then you go to the fifth and repeat the process.  Always start with the second and always move from right to left.,False
2585,3,3,0.7560975609756099,3,0.049787068367863944,5,5,5,SSL,False,0.6783228501022817,1.0,"Start from left to right. Compare the first two and if they move, that means they're in the wrong position. Then compare the next image to the one on the left, if they move again it means it is in the wrong position. Compare that imagine to the ones on the left until the pairs stop moving. This means they are in the correct position. Keep repeating this by comparing the picture on the right to the picture on the left until the pairs stop moving. ",False
3071,3,3,0.7560975609756099,6,0.36787944117144233,10,10,7,SSL,False,0.760871300971201,1.0,"Click on the 2nd image and then the first image.  Then click on the third image and the second image.  Continue working the 3rd image as far left as you can until it stops switching place with the other images.  Then do the same thing with the 4th, 5th, and 6th images.  Working them as far left as they go until they stop switching place with other images. ",False
2774,7,6,0.7530864197530864,10,1.0,7,7,6,SSL,False,0.8527437641723357,1.0,"I just followed the strategy of the highest paid participant, and it worked really well for me. Was easy to remember and follow, and gave good results.",False
3173,7,6,0.7530864197530864,9,1.0,5,5,9,SSL,False,0.8359144973130986,1.0,"I click on the first 2 images to see if they switched. Then I clicked the 2nd and 3rd, 3rd and 4th, etc. If the images swapped though, I would click the image that swapped that was now on the left, I would keep trying to swap the image to the left until I couldn't anymore. I would do that for all the images.",False
2374,7,6,0.7530864197530864,9,1.0,2,2,5,SSL,False,0.8453804182275709,1.0,"Start at the far left and continue making pairs to the right. When one flips, go back and pair it with image on left until stops switching. Then go back to where you left off and continue making pairs to the right. Continue process until all switches stop. It's important to remember where you left off so you don't repeat unnecessary switches to increase your bonus.",False
2554,7,6,0.7530864197530864,13,1.0,5,5,3,SSL,False,0.8906797941762978,1.0,"I began by comparing the first two images.  Then I would to the next box.  If the images swapped, I would then compare it with the prior image, until it stopped swapping.  ",False
2602,7,6,0.7530864197530864,14,1.0,5,5,6,SSL,False,0.79718820861678,1.0,i started from the left and worked my way to to the next one to the left if they switched then i moved on to the next picture if they don't move i go to the next if they move then i work my way backward until they no longer move,False
2950,7,6,0.7530864197530864,10,0.36787944117144233,9,9,6,SSL,False,0.8137375845655066,1.0,"1. Check 2nd pic and 1st pic
2. Check 3rd pic and 2nd pic. If swap, do step 1
3. Check 4th pic and 3rd pic. If swap, do step 2
4. Check 5th pic and 4th pic. If swap, do step 3
5. Check 6th pic and 5th pic. If swap, do step4

It is a clear process to get bonus.....",False
3051,7,6,0.7530864197530864,13,1.0,10,10,6,SSL,False,0.7519013698034678,1.0,"Going from left to right, as if reading a book, try to click on second picture from left to see if it will switch with first picture. After doing so, if the pictures do or do not switch, move onto the third picture. Try to switch it with the picture to its' left, if it does not switch, stop there and move onto the fourth picture, if it does switch, continue to click to see if it will switch to the left.",False
1911,10,8,0.7297297297297297,13,1.0,5,5,1,SSL,False,0.8080454966556365,1.0,"I started on the fair left end and clicked on the first two boxes. If they switched I check them with the next one to the left. If they didn't switch, I moved forward one box. ",False
2951,6,5,0.7183098591549295,12,0.36787944117144233,9,9,6,SSL,False,0.7661706769199276,1.0,"1. from left, swap pic 2 and 1
2. swap pic 3 and 2, if swap happens do step 1
3. swap pic 4 and 3; if swap happens do step 2
4. swap pic 5 and 4; if swap happens do step 3
5. swap pic 6 and 5; if swap happens do step 4
6. submit

This moves pics as far left as possible (until swap ends), then move to next pic.",False
1919,6,5,0.7183098591549295,10,1.0,9,9,1,SSL,False,0.8266019938547412,1.0,"Start with the second the left most card. See if it will move all the way left. Then go to the third card from the left, and see if it will move left. If it does then try and see if it will go left again, if not then go to the fourth card and so on. Trying to move each card to the left until it stops.",False
2759,6,5,0.7183098591549295,9,1.0,7,7,5,SSL,False,0.915124238620742,1.0,"1. Select the picture second-most from the left and try to swap it with the leftmost picture. 
2. Click on the third picture from the left (the next in order from the first attempt) and attempt to swap with the second picture from the left.  
4. If it swaps then try to keep swapping it toward the leftmost spot.
6. Continue this until you have finished.
",False
3037,6,5,0.7183098591549295,10,1.0,10,10,5,SSL,False,0.8429111991349754,1.0,"1. Begin from Picture 2 and Picture 1. 
2. If the two exchange, do Picture 3 and Picture 2. If the two exchange, do the third one with the first one. If don't, stop the third one here. 
3. do as above. Always use the right one compare with the leftward one until they don't move",False
3092,6,5,0.7183098591549295,12,1.0,10,10,9,SSL,False,0.8026072318180211,1.0,"I worked from the first picture on the left and compared it to the nearest picture to its' right. If they swapped, I would compare the picture to the next picture on its' right. If that picture also swapped I would iteratively compare pictures from left to right. If one picture did not swap with the picture nearest to its' right, I would stop swapping that picture and move on to the next nearest picture on the right and repeat the process until I was to the last picture. Once I was at the last picture, I would try to swap it with the next nearest picture to its' left. If it did not properly swap, I knew that the trial was over.",False
2493,6,5,0.7183098591549295,8,0.36787944117144233,2,2,7,SSL,False,0.764158842600401,1.0,Started with the second photo and then clicked to the left. Then moved onto the third photo and clicked to the left until it would no longer switch. I would sometimes go to the last photo and click on the photo to the left until it would not switch.  I would repeat the steps above alternating until I believed everything was in order.,False
3153,6,5,0.7183098591549295,15,1.0,8,8,9,SSL,False,0.7515713346482578,1.0,"Begin with picture #2. Always swap your picture with the picture to its immediate left. If they swap, continue to swap the same image until it is as far to the left as possible. Then move on to the first picture you haven't swapped yet.",False
2895,6,5,0.7183098591549295,10,0.36787944117144233,9,9,3,SSL,False,0.8233425160697887,1.0,Start with the left two pictures and swap them. Keep swapping the next two and go from right to left until the swapping stops for each pair.,False
3095,6,5,0.7183098591549295,12,1.0,10,10,9,SSL,False,0.8188333988134188,1.0,Started with the 2nd from left and tried to move it left.  moved to the next on to the left when movement to the left was no longer allowed.  ,False
2004,9,7,0.7029702970297029,5,0.1353352832366127,7,7,2,SSL,False,0.8151242386207421,1.0,"Compare the 2nd to left most image with the one to the left of it. If it moves, continue coimparisons until you reach the first image or until the image does not move. Then move to the image to the right and repeat this process.",False
2905,9,7,0.7029702970297029,11,1.0,9,9,3,SSL,False,0.8502745450797399,1.0,click the second picture in the row then click the first picture in the row then the third one in the row and move that picture done til it stops then click the fourth picture and move it down till stops then you keep going down the line til none move anymore,False
2762,2,2,0.6774193548387097,12,1.0,7,7,6,SSL,False,0.7792647157482323,1.0,"1. Start with the second picture against the first.
2. if it changes, then try the third agist the second, then against the third
3. You keep interchanging against each other till it stops changing.",False
2595,2,2,0.6774193548387097,14,1.0,5,5,6,SSL,False,0.6791180027930777,1.0,"I compared the first two images, and then the second and third. Every time an image moved backwards I compared it with the other ones behind it (to it's left). When it stopped moving, I jumped back to the next pair of images to still be compared.",False
1278,2,2,0.6774193548387097,9,0.36787944117144233,20,10,8,RM,False,0.7592075787213983,1.0,"I started with the second image and compared it to the left, then went to the third, if it moved I compared again with the left side trying to take it as far to the left as possible. the trick is to take each image as far to the left as possible until it stops changing position, that is when you can go to the next image and repeat the process again .",False
2962,2,2,0.6774193548387097,9,1.0,9,9,7,SSL,False,0.75149612070691,1.0,"1. check 1 and 2
2. check 2 and 3, if moved, go to step 1
3. check 3 and 4, if moved, go to step 2
4. check 4 and 5, if moved, go to step 3
5. check 5 and 6, if moved, go to step 4",False
2771,2,2,0.6774193548387097,10,0.36787944117144233,7,7,6,SSL,False,0.7156752028080701,1.0,"I just tried to do 1 and 2 first. Then do 3 and 2. If they switched then I knew I had to try 2 and 1. And I just continued in that order knowing that the ones ahead of the one I was testing had already been tested. So if the two I was testing didn't switch, I didn't need to test further. ",False
1015,2,2,0.6774193548387097,9,1.0,17,7,9,RM,False,0.5575673898750821,1.0,select 2nd then first,False
2580,2,2,0.6774193548387097,14,0.049787068367863944,5,5,5,SSL,False,0.608691850759744,1.0,"I start by clicking the first image and seeing if it swaps with the secondary image. I then see how the second image and 3rd react, if they swap then I see if the 3rd image will swap with my first. I move down the line comparing the center image with the image on its right. If the images swap I then compare the new center image to those on the left until it no longer moves",False
2383,2,2,0.6774193548387097,12,1.0,2,2,5,SSL,False,0.6735340228646922,1.0,"start from the left, then compare the first two, whenever the two was switched, went back forward to compare until both stayed the same. then continue ",False
3558,2,2,0.6774193548387097,15,1.0,9,9,10,SSL,False,0.6902301117685733,1.0,"1 -- Starting with the second image, switch it with the image before it.
2 -- Move to the third image and switch it with the second image. If those images change, see Step 1.
3 -- Move to the fourth image and switch it with the third image. If those images change, see Step 2.
4 -- Continue Step 3 with each subsequent image (fifth, sixth, etc.)  until you have no more comparisons to make.

This ensures that each image is selected at least once (and is therefore not forgotten) and has the opportunity to sit in every available position in order to exclude the incorrect positions for each image. This method covers all possible image order permutations.",False
3198,2,2,0.6774193548387097,11,1.0,4,4,7,SSL,False,0.7638288074451911,1.0,"Click the second image and move to left and if the first image is swapped, take third move it to the left and if this image change click the fourth move it to the left then move fifth image and then the sixth until none of them move. Always begin from the second image from right to left.",False
3055,2,2,0.6774193548387097,11,0.36787944117144233,10,10,6,SSL,False,0.5632970848942377,1.0,You start with the images in the first two spots and then you add one on the right and see if it matches any of the others.,False
2845,2,2,0.6774193548387097,7,0.36787944117144233,8,8,4,SSL,False,0.6273536475734278,1.0,"I moved everything to the left, until it couldn't be moved any more. That way, I knew I was placing each image in order one by one.",False
2991,2,2,0.6774193548387097,11,0.36787944117144233,9,9,9,SSL,False,0.5898248626720155,1.0,I followed the strategy i first previewed.  Tried to cheat or get it down to fewer comparasions but it never worked and i ended up getting a lower bonus.  Play it safe and start with the second image and swap with the first and then repeat until you cant move any more.,False
2878,2,2,0.6774193548387097,13,0.36787944117144233,8,8,6,SSL,False,0.5558554217474075,1.0,I tested the pictures from left to right down the line.,False
3128,2,2,0.6774193548387097,13,1.0,5,5,8,SSL,False,0.7840941697884755,1.0,"Start from the left, and click. If they swap, then move backwards and click until it stops swapping. Then, move forward again. ",False
2515,2,2,0.6774193548387097,14,1.0,2,2,7,SSL,False,0.8115802783954023,1.0,"Click on the second image, and try to swap it with one on its left.  Then, move on to the third image, swapping it with the one on its left. If it will not swap, move on. If it will swap, continue swapping to the left until it stops. Repeat with the fourth, fifth, and sixth image, always swapping to the left until they will not swap any further.",False
2963,2,2,0.6774193548387097,11,1.0,9,9,7,SSL,False,0.8335726278383622,1.0,"Move LEFT to RIGHT. 
Swap cards 1 & 2.
Swap cards 2 & 3.
If they swap, repeat the previous step ( swap 1 & 2) .
Swap cards 3 & 4.
If they swap, repeat the previous 2 steps ( swap 2 & 3, then swap 1 & 2).
Continue this pattern moving to the right and repeating the previous step if a card swap occurs.
",False
3086,2,2,0.6774193548387097,12,1.0,10,10,8,SSL,False,0.7569709945122033,1.0,"Start with the second card from the left and move it left into the first spot, if it'll go, then the third  card from the left, move it one spot left until it is locked into position, then the fourth from the left and so on until the last card locks into position.",False
3084,2,2,0.6774193548387097,13,1.0,10,10,8,SSL,False,0.6736567855268545,1.0,"i started with the 2nd one from the left and tried to swap it with the tile on the left. i would the go from right to left working my way down the line, when two tiles in a row don't change proceed to the next. ",False
3139,2,2,0.6774193548387097,13,1.0,8,8,8,SSL,False,0.8167568916819665,1.0,I started by swapping position 2 - 1 if it did not swap then go 3 - 2 and so on. If it did switch say 3 to 2 and it swapped then keep going that way til it stops. Then start at 4 - 3 and so on.,False
1417,2,2,0.6774193548387097,8,0.01831563888873418,12,2,9,RM,False,0.5244499009334175,1.0,"i used the strategy to swap the first image with 2nd, and if it switched, you had to keep doing this with the next card. ",False
1286,2,2,0.6774193548387097,10,1.0,20,10,8,RM,False,0.8262353497318532,1.0,Take the second image and compare to the first. If they swap then take the new second image and compare it to the third image. Then take the image to the right and compare it to the image on the left until it locks in place,False
2945,2,2,0.6774193548387097,13,0.36787944117144233,9,9,6,SSL,False,0.6324917516026017,1.0,"A.)Pick the 2nd picture from the left and then the 1st picture from the left. 
B. )Pick the 3rd and 2nd picture from the left. If the switch/swap repeat Step A.)
C.)Pick 4th and 3rd pictures from the left. If they switch/swap repeat Step B.)
D.) Pick 5th and 4th pictures from the left. If they switch repeat Step C.)
E.)Pick 6th and 5th pictures from the left. If they switch repeat Step D.)
F.) Pictures are now in correct order. ",False
3566,2,2,0.6774193548387097,10,1.0,10,10,10,SSL,False,0.7622222222222222,1.0,"I started by clicking on the image that is second from the left, then clicked on the first image from the left. If they switched, then they were out of order. If they did not switch, they are already in order, so then I moved on to clicking the on the third image from the left and so on and so forth.",False
2065,2,2,0.6774193548387097,9,1.0,9,9,2,SSL,False,0.7400810422788444,1.0,"Begin with the 2nd image to the left and move it left, then try to move the 3rd image to the left. If it moves, keep moving it. If it doesn't, move on to the next image. This will guarantee to get it right, but success is varied because of the random nature of the numbers.",False
2858,5,4,0.6721311475409836,11,1.0,8,8,5,SSL,False,0.7232778432578633,1.0,"Use insertion sort method. Start with the second item on the left and compare it to the first item. Then take the third item on the left, compare it with the second item. If they swap, compare it with the first item. Then go to the fourth item, compare with the third item, if it swaps, compare with second item, if it swaps, compare with first item. Repeat for item five etc, It's like a chain,",False
2078,5,4,0.6721311475409836,11,1.0,2,2,0,A,True,0.4971012547103123,1.0,"I was trying to remember an algorithm I learned on how to quickly sort items (Computer Science). I figured out how to start on the left and make sure each item to the left of where I was working were in order.  For each switch, I went back (towards the left) and made sure they were in order with the switched item as well. Once I got the right end I knew all items were in order.",False
2599,5,4,0.6721311475409836,11,0.0024787521766663585,5,5,6,SSL,False,0.6236222260510084,1.0,"Start with the second picture from the left. 
then select the picture to the left of that picture
then select the second and the third picture.
if the third picture moves left, then select the second and the first picture.
keep trying to move the pictures to the left and remember where you started each sequence. 
Expect to take around 12 trials. ",False
1940,5,4,0.6721311475409836,8,0.36787944117144233,9,9,1,SSL,False,0.7449751691310131,1.0,"i moved the second from the left to the left. Then I went to the third left moved it left. if it moved, I moved it further. I did the same for all the remaining.",False
2594,5,4,0.6721311475409836,11,1.0,5,5,5,SSL,False,0.801239941100081,1.0,"I start with the first two images and compare. Then the second and third image, if they switch, I now compare the second and first images. Go back to the third image and compare with fourth image, if nothing happens move on. If a swap occurs, compare backwards with the previous images and so on.",False
2009,5,4,0.6721311475409836,9,1.0,9,9,2,SSL,False,0.7817523003137389,1.0,"Start with the second from left and the one to its left. then go to the third from the left and its pair on the left. If the move, repeat for that moving image. Then continue going down the line - if they switch, keep following the moving image & its left pair til it stays put.",False
2979,5,4,0.6721311475409836,9,0.36787944117144233,9,9,8,SSL,False,0.8980431401210621,1.0,"1. Compare the second card to the first.
2. Compare the third card to the second; if they swap repeat step 1.
3. Compare the fourth card to the third; if they swap repeat step 2.
4. Compare the fifth card with the fourth; if they swap repeat step 3.
5. Compare the sixth card with the fifth; if they swap repeat step 4.",False
2984,5,4,0.6721311475409836,13,1.0,9,9,8,SSL,False,0.8086785009861934,1.0,"Start with switching #2 with #1.
Switch #3 and #2 (if they switch, continue to switch #2 with #1)
Switch #4 with #3 (continue process til they don't switch)
Switch #5 with #4 (continue process til they don't switch)

",False
2427,5,4,0.6721311475409836,11,1.0,2,2,5,SSL,False,0.7919071981409642,1.0,"Select 2nd item, try moving it to the left. Select 3rd item, move to the left one space at a time until it won't move. Repeat for #4 and #5",False
2930,5,4,0.6721311475409836,11,1.0,9,9,5,SSL,False,0.8650137741046832,1.0,"click the picture 2nd from left and then the first from left . If they switch, move to 3rd pic from left and click it . then click 2nd pic from left . If they switch ,click 2nd and first pic from left . Then click 4th pic from left and 3rd pic. If they click , keep clicking 3rd and 2nd  and then 2nd & first . Once a pair of pics does not switch ,do not move towards left. Instead click on the next pic on the right.",False
2534,5,4,0.6721311475409836,13,1.0,2,2,8,SSL,False,0.6508330307031217,1.0,I selected the 2nd picture then the first and if it moved I repeated that strategy until it didn't move.,False
2422,5,4,0.6721311475409836,12,0.36787944117144233,2,2,5,SSL,False,0.8092670722828066,1.0,"I began from the far left, and kept going right, one at a time. When a position was changed, I checked the picture that moved left until it did not move anymore.",False
3123,8,6,0.6703296703296703,9,1.0,5,5,8,SSL,False,0.8462353497318533,1.0,I started with the first image and then swapped it to the one on the right. If the images swapped I continued to the next picture. ,False
3232,8,6,0.6703296703296703,10,1.0,2,2,9,SSL,False,0.7749775256655875,1.0,"I started with the second photo each time, clicking it and then clicking the picture to the left. If it didn't move, then that was where it went. I continued to do this for each picture to the right, up until the last photo. If it did move to the left, then I continued my strategy of seeing if it went further to the left by clicking on the photo and then clicking on the photo to the left. ",False
2767,8,6,0.6703296703296703,9,1.0,7,7,6,SSL,False,0.8388594666516743,1.0,"Compare the first and second image.  Compare the second and third image.  If they swap, compare the first and second image.  If they don't swap, compare the third and fourth image.  If they swap, keeping comparing images working your way to the left until they no longer swap.  Repeat this last step with the fifth and sixth image.",False
2998,8,6,0.6703296703296703,10,0.36787944117144233,9,9,9,SSL,False,0.8906797941762978,1.0,"I start with the second picture and then click the first picture. I then go to the third picture and click the second picture, if it moves I then click the first picture after that and so on done the line",False
